date,Open,High,Low,Close,Volume
2014-10-30 04:00:00,0.83789,0.84569,0.83771,0.84412,28459
2014-10-31 04:00:00,0.84403,0.84811,0.84224,0.84629,35937
2014-11-02 04:00:00,0.84345,0.84458,0.84117,0.8437,12696
2014-11-03 05:00:00,0.8437,0.8447,0.83406,0.84003,31918
2014-11-04 05:00:00,0.83999,0.84226,0.83582,0.83742,25894
2014-11-05 05:00:00,0.83739,0.8381,0.82435,0.82773,42975
2014-11-06 05:00:00,0.82774,0.83433,0.82686,0.83155,40349
2014-11-07 05:00:00,0.83154,0.83736,0.8311,0.83289,35611
2014-11-09 05:00:00,0.83306,0.83668,0.83306,0.83598,9290
2014-11-10 05:00:00,0.83595,0.83679,0.83327,0.83462,23658
2014-11-11 05:00:00,0.83459,0.83961,0.83265,0.83719,27412
2014-11-12 05:00:00,0.83716,0.84355,0.83698,0.84049,28554
2014-11-13 05:00:00,0.84046,0.84479,0.83795,0.83935,20309
2014-11-14 05:00:00,0.83938,0.84069,0.83743,0.83823,22906
2014-11-16 05:00:00,0.84131,0.84163,0.83878,0.84131,8534
2014-11-17 05:00:00,0.84134,0.84168,0.83725,0.83993,17848
2014-11-18 05:00:00,0.83997,0.84086,0.83078,0.83127,21852
2014-11-19 05:00:00,0.83123,0.83219,0.82218,0.82263,27532
2014-11-20 05:00:00,0.82258,0.82779,0.82068,0.82669,30993
2014-11-21 05:00:00,0.82671,0.84392,0.82623,0.83989,25365
2014-11-23 05:00:00,0.84379,0.84456,0.84139,0.8428,3520
2014-11-24 05:00:00,0.84284,0.84319,0.8295,0.83191,19606
2014-11-25 05:00:00,0.83194,0.83304,0.82142,0.82278,22582
2014-11-26 05:00:00,0.82273,0.82669,0.81733,0.82626,24013
2014-11-27 05:00:00,0.82623,0.82746,0.81929,0.81974,15091
2014-11-28 05:00:00,0.81978,0.82454,0.81826,0.81975,13295
2014-11-30 05:00:00,0.8177,0.82003,0.8141,0.81664,6615
2014-12-01 05:00:00,0.81659,0.82265,0.81448,0.82052,26995
2014-12-02 05:00:00,0.82057,0.82436,0.81526,0.81705,20254
2014-12-03 05:00:00,0.817,0.82362,0.81582,0.82093,21409
2014-12-04 05:00:00,0.82097,0.8216,0.81019,0.81323,31324
2014-12-05 05:00:00,0.81319,0.81568,0.81141,0.81353,20017
2014-12-07 05:00:00,0.81203,0.8138,0.80978,0.80993,4628
2014-12-08 05:00:00,0.80987,0.81503,0.8037,0.80437,18833
2014-12-09 05:00:00,0.80433,0.80836,0.8027,0.80671,29788
2014-12-10 05:00:00,0.80666,0.81012,0.80115,0.80452,28752
2014-12-11 05:00:00,0.80455,0.80567,0.79383,0.80142,31988
2014-12-12 05:00:00,0.80146,0.80227,0.79278,0.7938,20230
2014-12-14 05:00:00,0.79315,0.79573,0.79057,0.79511,6940
2014-12-15 05:00:00,0.79507,0.79913,0.79122,0.79277,23354
2014-12-16 05:00:00,0.79273,0.79491,0.78305,0.78426,32801
2014-12-17 05:00:00,0.78422,0.79367,0.78306,0.79162,40996
2014-12-18 05:00:00,0.79163,0.80422,0.79052,0.80278,29778
2014-12-19 05:00:00,0.80274,0.80328,0.79813,0.80069,14913
2014-12-21 05:00:00,0.80053,0.80224,0.79988,0.8019,2733
2014-12-22 05:00:00,0.80194,0.80302,0.79795,0.79826,10490
2014-12-23 05:00:00,0.79826,0.80205,0.79542,0.80113,12447
2014-12-24 05:00:00,0.80117,0.80177,0.79819,0.79928,4548
2014-12-25 05:00:00,0.79673,0.80007,0.796,0.79954,7852
2014-12-26 05:00:00,0.79961,0.80289,0.79913,0.80101,3907
2014-12-28 05:00:00,0.80116,0.80289,0.8006,0.80228,3056
2014-12-29 05:00:00,0.80232,0.80608,0.80209,0.80523,10770
2014-12-30 05:00:00,0.80524,0.81187,0.80492,0.81108,12638
2014-12-31 05:00:00,0.81104,0.81388,0.80888,0.81096,7908
2015-01-01 05:00:00,0.81189,0.81395,0.81018,0.81062,3612
2015-01-02 05:00:00,0.81065,0.81318,0.80869,0.80963,14207
2015-01-04 05:00:00,0.81134,0.82993,0.80979,0.81107,7693
2015-01-05 05:00:00,0.81109,0.81911,0.80838,0.817,21462
2015-01-06 05:00:00,0.81705,0.82226,0.81502,0.81632,26453
2015-01-07 05:00:00,0.81632,0.82396,0.81495,0.82359,25944
2015-01-08 05:00:00,0.82352,0.82855,0.82278,0.82776,19256
2015-01-09 05:00:00,0.82771,0.83387,0.8248,0.83154,22654
2015-01-11 05:00:00,0.8317,0.83594,0.83093,0.83507,3971
2015-01-12 05:00:00,0.83511,0.83555,0.82521,0.82899,20865
2015-01-13 05:00:00,0.82898,0.83472,0.82355,0.82502,23786
2015-01-14 05:00:00,0.82507,0.83815,0.82172,0.83655,31872
2015-01-15 05:00:00,0.8365,0.84066,0.68613,0.71696,64154
2015-01-16 05:00:00,0.71701,0.72435,0.69322,0.70161,36200
2015-01-18 05:00:00,0.70664,0.71329,0.70509,0.71319,4555
2015-01-19 05:00:00,0.71326,0.72229,0.70112,0.71863,22266
2015-01-20 05:00:00,0.71855,0.72237,0.7114,0.71634,20010
2015-01-21 05:00:00,0.71625,0.71918,0.69352,0.6954,28372
2015-01-22 05:00:00,0.69544,0.70718,0.69127,0.69603,30827
2015-01-23 05:00:00,0.69607,0.69975,0.68962,0.69362,26225
2015-01-25 05:00:00,0.69129,0.69544,0.69016,0.69225,7355
2015-01-26 05:00:00,0.69232,0.71697,0.69169,0.71609,20325
2015-01-27 05:00:00,0.71602,0.72889,0.70974,0.72164,30919
2015-01-28 05:00:00,0.7216,0.72662,0.71204,0.71638,27477
2015-01-29 05:00:00,0.71638,0.71976,0.7116,0.71682,26983
2015-01-30 05:00:00,0.71689,0.7218,0.71174,0.71323,24406
2015-02-01 05:00:00,0.71656,0.72121,0.7148,0.71827,5070
2015-02-02 05:00:00,0.71823,0.72823,0.70646,0.70915,29720
2015-02-03 05:00:00,0.70909,0.72372,0.70621,0.7235,33077
2015-02-04 05:00:00,0.72344,0.72591,0.71417,0.71682,29345
2015-02-05 05:00:00,0.71678,0.72755,0.71675,0.72247,22375
2015-02-06 05:00:00,0.7225,0.72629,0.71752,0.72062,21590
2015-02-08 05:00:00,0.71819,0.71962,0.71665,0.71737,3581
2015-02-09 05:00:00,0.71738,0.72427,0.71708,0.7221,18184
2015-02-10 05:00:00,0.72206,0.72317,0.71644,0.71973,19974
2015-02-11 05:00:00,0.71978,0.72142,0.70943,0.71072,21538
2015-02-12 05:00:00,0.71069,0.7226,0.70916,0.72192,25813
2015-02-13 05:00:00,0.72187,0.72507,0.71707,0.72213,15082
2015-02-15 05:00:00,0.72236,0.72423,0.72218,0.72377,2596
2015-02-16 05:00:00,0.72372,0.72727,0.72163,0.72671,13705
2015-02-17 05:00:00,0.72665,0.73299,0.72571,0.73189,19007
2015-02-18 05:00:00,0.73193,0.73788,0.73092,0.73353,20145
2015-02-19 05:00:00,0.7336,0.74117,0.72948,0.74117,18860
2015-02-20 05:00:00,0.74122,0.74737,0.73387,0.73403,22468
2015-02-22 05:00:00,0.73753,0.73947,0.73587,0.73856,2348
2015-02-23 05:00:00,0.73862,0.7424,0.73635,0.73797,15521
2015-02-24 05:00:00,0.73791,0.74967,0.73505,0.74937,23308
2015-02-25 05:00:00,0.74934,0.75007,0.74352,0.74553,18466
2015-02-26 05:00:00,0.74549,0.74946,0.73973,0.74125,22671
2015-02-27 05:00:00,0.74118,0.74576,0.73939,0.74312,17244
2015-03-01 05:00:00,0.74337,0.74441,0.74099,0.74167,3945
2015-03-02 05:00:00,0.74164,0.74896,0.74094,0.74817,20241
2015-03-03 05:00:00,0.74816,0.75271,0.74781,0.7514,17013
2015-03-04 05:00:00,0.75135,0.75616,0.74979,0.75438,20949
2015-03-05 05:00:00,0.75442,0.76014,0.75217,0.75922,21204
2015-03-06 05:00:00,0.75927,0.76543,0.75755,0.75968,24517
2015-03-08 05:00:00,0.75986,0.76093,0.7579,0.75891,3744
2015-03-09 04:00:00,0.75894,0.76191,0.75542,0.75685,19047
2015-03-10 04:00:00,0.75679,0.76446,0.75537,0.75861,29557
2015-03-11 04:00:00,0.75866,0.76908,0.75779,0.76793,32833
2015-03-12 04:00:00,0.7679,0.77425,0.76692,0.77144,34440
2015-03-13 04:00:00,0.77148,0.77319,0.76514,0.76676,24892
2015-03-15 04:00:00,0.7663,0.76934,0.7654,0.7688,4100
2015-03-16 04:00:00,0.76878,0.77147,0.76543,0.76865,22202
2015-03-17 04:00:00,0.76868,0.77134,0.76389,0.76627,22578
2015-03-18 04:00:00,0.76628,0.76743,0.75326,0.76659,47293
2015-03-19 04:00:00,0.76655,0.76725,0.75397,0.75889,42777
2015-03-20 04:00:00,0.75893,0.76051,0.75336,0.75603,28367
2015-03-22 04:00:00,0.75787,0.7638,0.7577,0.7635,5775
2015-03-23 04:00:00,0.76354,0.76535,0.75659,0.76011,40235
2015-03-24 04:00:00,0.76013,0.76229,0.75141,0.75611,35165
2015-03-25 04:00:00,0.75614,0.75658,0.74898,0.74933,30018
2015-03-26 04:00:00,0.74937,0.75454,0.74687,0.75226,34046
2015-03-27 04:00:00,0.75229,0.75498,0.74149,0.7441,26401
2015-03-29 04:00:00,0.74332,0.74459,0.74174,0.74361,3566
2015-03-30 04:00:00,0.74365,0.74469,0.73678,0.73842,25492
2015-03-31 04:00:00,0.73837,0.7431,0.73777,0.74018,27727
2015-04-01 04:00:00,0.74022,0.74146,0.73064,0.73137,29433
2015-04-02 04:00:00,0.7314,0.73302,0.72343,0.72922,25750
2015-04-03 04:00:00,0.72916,0.73106,0.72361,0.72479,15287
2015-04-05 04:00:00,0.72589,0.72817,0.72397,0.72637,4055
2015-04-06 04:00:00,0.7264,0.7299,0.72461,0.72719,15176
2015-04-07 04:00:00,0.72724,0.73973,0.72686,0.73856,27915
2015-04-08 04:00:00,0.73859,0.74525,0.73817,0.74477,28984
2015-04-09 04:00:00,0.74482,0.75388,0.74369,0.7518,25408
2015-04-10 04:00:00,0.75175,0.75382,0.74986,0.75105,20586
2015-04-12 04:00:00,0.7508,0.752,0.74372,0.74391,5253
2015-04-13 04:00:00,0.74389,0.74701,0.73932,0.74315,28268
2015-04-14 04:00:00,0.74319,0.74364,0.73848,0.73962,32076
2015-04-15 04:00:00,0.73957,0.74781,0.73735,0.74689,41258
2015-04-16 04:00:00,0.74693,0.7533,0.74299,0.74352,38639
2015-04-17 04:00:00,0.74348,0.74726,0.73906,0.73906,32270
2015-04-19 04:00:00,0.74254,0.74444,0.74119,0.74385,5019
2015-04-20 04:00:00,0.74385,0.74713,0.73501,0.73645,28297
2015-04-21 04:00:00,0.73642,0.74267,0.73513,0.74101,28122
2015-04-22 04:00:00,0.74105,0.75402,0.74052,0.75108,33420
2015-04-23 04:00:00,0.75104,0.75271,0.74078,0.74353,31689
2015-04-24 04:00:00,0.74357,0.74732,0.74085,0.74475,28135
2015-04-26 04:00:00,0.7464,0.74727,0.74505,0.74577,4163
2015-04-27 04:00:00,0.74576,0.75206,0.74542,0.75035,28322
2015-04-28 04:00:00,0.75035,0.76722,0.75015,0.76398,32698
2015-04-29 04:00:00,0.76396,0.76522,0.74966,0.75179,47011
2015-04-30 04:00:00,0.75182,0.75218,0.73527,0.73684,41021
2015-05-01 04:00:00,0.73679,0.73754,0.72838,0.73088,24859
2015-05-03 04:00:00,0.73092,0.73203,0.72803,0.73107,5363
2015-05-04 04:00:00,0.73111,0.73467,0.72968,0.73427,20693
2015-05-05 04:00:00,0.73429,0.74079,0.72763,0.73723,38383
2015-05-06 04:00:00,0.73729,0.73965,0.72587,0.73148,37274
2015-05-07 04:00:00,0.73143,0.73203,0.72106,0.7283,36592
2015-05-08 04:00:00,0.72825,0.73932,0.72747,0.73706,33048
2015-05-10 04:00:00,0.73818,0.7387,0.73588,0.73646,5346
2015-05-11 04:00:00,0.73642,0.73976,0.73362,0.73891,23770
2015-05-12 04:00:00,0.73895,0.74344,0.73358,0.73969,31374
2015-05-13 04:00:00,0.73974,0.74818,0.73757,0.74341,31816
2015-05-14 04:00:00,0.7434,0.7447,0.73457,0.73622,31219
2015-05-15 04:00:00,0.73618,0.74119,0.73332,0.73501,27017
2015-05-17 04:00:00,0.73472,0.73691,0.73364,0.7356,4421
2015-05-18 04:00:00,0.73557,0.74147,0.73316,0.74074,24522
2015-05-19 04:00:00,0.74073,0.74586,0.73922,0.74189,32075
2015-05-20 04:00:00,0.74192,0.74294,0.73611,0.73705,37598
2015-05-21 04:00:00,0.73707,0.74099,0.73429,0.74064,29824
2015-05-22 04:00:00,0.74068,0.74095,0.73288,0.73592,28373
2015-05-24 04:00:00,0.73769,0.73835,0.73557,0.73752,6871
2015-05-25 04:00:00,0.7375,0.74155,0.73558,0.74141,13091
2015-05-26 04:00:00,0.74142,0.74236,0.73425,0.73737,33354
2015-05-27 04:00:00,0.73733,0.73769,0.72789,0.72881,34371
2015-05-28 04:00:00,0.72887,0.73067,0.71928,0.72149,38390
2015-05-29 04:00:00,0.72152,0.72516,0.71525,0.71778,30361
2015-05-31 04:00:00,0.71678,0.72195,0.7162,0.72049,5696
2015-06-01 04:00:00,0.72047,0.72514,0.71783,0.72094,28827
2015-06-02 04:00:00,0.72094,0.72931,0.71962,0.72726,40908
2015-06-03 04:00:00,0.72724,0.73096,0.72059,0.72209,35795
2015-06-04 04:00:00,0.72206,0.72288,0.71571,0.71953,33615
2015-06-05 04:00:00,0.71956,0.72369,0.71431,0.71491,32970
2015-06-07 04:00:00,0.71673,0.7191,0.71516,0.71667,4398
2015-06-08 04:00:00,0.71671,0.71882,0.71098,0.71251,31431
2015-06-09 04:00:00,0.71255,0.71717,0.70792,0.71291,30787
2015-06-10 04:00:00,0.71286,0.72614,0.71208,0.72442,42519
2015-06-11 04:00:00,0.72448,0.72569,0.72119,0.7228,33168
2015-06-12 04:00:00,0.72284,0.72326,0.71447,0.71597,26109
2015-06-14 04:00:00,0.72042,0.72083,0.71781,0.71905,4239
2015-06-15 04:00:00,0.71909,0.72902,0.71723,0.72144,23491
2015-06-16 04:00:00,0.72139,0.72369,0.7178,0.71936,16116
2015-06-17 04:00:00,0.71932,0.71941,0.7071,0.71057,31775
2015-06-18 04:00:00,0.71053,0.72169,0.70976,0.71651,29106
2015-06-19 04:00:00,0.71651,0.7177,0.71162,0.71232,15690
2015-06-21 04:00:00,0.71144,0.71392,0.71054,0.71382,3482
2015-06-22 04:00:00,0.71378,0.71642,0.70999,0.71446,23112
2015-06-23 04:00:00,0.71442,0.724,0.7134,0.72111,22457
2015-06-24 04:00:00,0.72105,0.72312,0.71803,0.72281,22956
2015-06-25 04:00:00,0.72285,0.72859,0.72122,0.72204,20621
2015-06-26 04:00:00,0.72198,0.72326,0.71192,0.71304,15653
2015-06-28 04:00:00,0.71381,0.7218,0.71328,0.71829,9889
2015-06-29 04:00:00,0.71833,0.72012,0.7093,0.71358,35001
2015-06-30 04:00:00,0.71361,0.72326,0.71247,0.72276,32252
2015-07-01 04:00:00,0.72279,0.72606,0.72111,0.72424,23705
2015-07-02 04:00:00,0.72427,0.72434,0.71352,0.71517,26050
2015-07-03 04:00:00,0.71515,0.71584,0.70432,0.7049,15748
2015-07-05 04:00:00,0.70421,0.70866,0.70214,0.70653,6619
2015-07-06 04:00:00,0.70657,0.71135,0.70454,0.70501,24258
2015-07-07 04:00:00,0.70505,0.7082,0.70013,0.70121,33259
2015-07-08 04:00:00,0.70119,0.70684,0.69606,0.70501,35179
2015-07-09 04:00:00,0.70498,0.70941,0.70344,0.70841,28587
2015-07-10 04:00:00,0.70844,0.70863,0.69487,0.69683,26687
2015-07-12 04:00:00,0.697,0.70152,0.69572,0.69939,3774
2015-07-13 04:00:00,0.69937,0.70663,0.69825,0.70537,27863
2015-07-14 04:00:00,0.70532,0.70775,0.69953,0.70572,27326
2015-07-15 04:00:00,0.7057,0.70789,0.70006,0.70249,28516
2015-07-16 04:00:00,0.70245,0.71111,0.70118,0.70876,22833
2015-07-17 04:00:00,0.70879,0.70986,0.70717,0.70863,14895
2015-07-19 04:00:00,0.7085,0.70934,0.70545,0.70653,3493
2015-07-20 04:00:00,0.7065,0.71178,0.70639,0.70951,18438
2015-07-21 04:00:00,0.70948,0.71285,0.70615,0.71013,24599
2015-07-22 04:00:00,0.71009,0.71155,0.70601,0.70749,20974
2015-07-23 04:00:00,0.70751,0.70853,0.69795,0.70084,24630
2015-07-24 04:00:00,0.70088,0.70308,0.69733,0.69992,17539
2015-07-26 04:00:00,0.69891,0.7013,0.6976,0.70007,3352
2015-07-27 04:00:00,0.70003,0.70255,0.69424,0.70129,24851
2015-07-28 04:00:00,0.70132,0.70699,0.70111,0.70424,21954
2015-07-29 04:00:00,0.7042,0.70906,0.70171,0.70778,25154
2015-07-30 04:00:00,0.70772,0.70985,0.70374,0.7064,22371
2015-07-31 04:00:00,0.70637,0.7078,0.69565,0.70425,29207
2015-08-02 04:00:00,0.70646,0.7071,0.70444,0.70473,3867
2015-08-03 04:00:00,0.70469,0.70791,0.70255,0.70699,19304
2015-08-04 04:00:00,0.70695,0.72275,0.70626,0.71941,25133
2015-08-05 04:00:00,0.71937,0.7229,0.71632,0.71735,24267
2015-08-06 04:00:00,0.71738,0.72392,0.71632,0.72322,18439
2015-08-07 04:00:00,0.72326,0.72984,0.72165,0.72921,24306
2015-08-09 04:00:00,0.72681,0.72901,0.72602,0.72725,3071
2015-08-10 04:00:00,0.72721,0.7307,0.71959,0.72132,24058
2015-08-11 04:00:00,0.72138,0.72327,0.71306,0.71433,30653
2015-08-12 04:00:00,0.71436,0.72241,0.71182,0.72141,39349
2015-08-13 04:00:00,0.72146,0.722,0.71425,0.71834,21688
2015-08-14 04:00:00,0.71836,0.72159,0.7182,0.71869,15637
2015-08-16 04:00:00,0.71884,0.72149,0.71806,0.72121,2388
2015-08-17 04:00:00,0.72116,0.72271,0.71736,0.72125,14492
2015-08-18 04:00:00,0.72121,0.72143,0.71428,0.7155,15864
2015-08-19 04:00:00,0.71547,0.71787,0.70814,0.70991,24573
2015-08-20 04:00:00,0.70995,0.71063,0.69736,0.69925,24514
2015-08-21 04:00:00,0.69928,0.70174,0.69039,0.69082,23973
2015-08-23 04:00:00,0.68933,0.69214,0.67499,0.68032,9887
2015-08-24 04:00:00,0.68035,0.68732,0.65291,0.67445,65076
2015-08-25 04:00:00,0.6745,0.68344,0.66597,0.67217,51057
2015-08-26 04:00:00,0.67222,0.681,0.66936,0.67922,38245
2015-08-27 04:00:00,0.67925,0.69592,0.67572,0.69256,28034
2015-08-28 04:00:00,0.69252,0.69263,0.68347,0.69048,22806
2015-08-30 04:00:00,0.6873,0.68954,0.68386,0.68498,5460
2015-08-31 04:00:00,0.68495,0.68935,0.68252,0.68564,20208
2015-09-01 04:00:00,0.68567,0.68785,0.67028,0.6765,35476
2015-09-02 04:00:00,0.67647,0.68453,0.67321,0.68015,23485
2015-09-03 04:00:00,0.68011,0.68788,0.67573,0.67715,24715
2015-09-04 04:00:00,0.67715,0.68118,0.66939,0.66978,22627
2015-09-06 04:00:00,0.67227,0.67595,0.67118,0.67351,4444
2015-09-07 04:00:00,0.67356,0.67915,0.67219,0.67475,15646
2015-09-08 04:00:00,0.67468,0.69227,0.67405,0.69074,18415
2015-09-09 04:00:00,0.69078,0.69326,0.67618,0.68432,23501
2015-09-10 04:00:00,0.68435,0.69262,0.68291,0.688,29489
2015-09-11 04:00:00,0.68796,0.69231,0.68386,0.68674,15349
2015-09-13 04:00:00,0.68538,0.69094,0.68473,0.68579,3468
2015-09-14 04:00:00,0.68583,0.69404,0.68339,0.69039,15756
2015-09-15 04:00:00,0.69036,0.69653,0.68768,0.69412,15394
2015-09-16 04:00:00,0.69415,0.69933,0.69301,0.69842,17120
2015-09-17 04:00:00,0.69838,0.69996,0.68691,0.69115,36780
2015-09-18 04:00:00,0.69119,0.69792,0.69048,0.69501,21321
2015-09-20 04:00:00,0.6954,0.69731,0.69333,0.69419,3617
2015-09-21 04:00:00,0.69418,0.6961,0.68985,0.69317,16642
2015-09-22 04:00:00,0.69314,0.69676,0.68365,0.68525,19563
2015-09-23 04:00:00,0.68529,0.68956,0.68308,0.68511,22673
2015-09-24 04:00:00,0.68516,0.68733,0.67517,0.68585,29397
2015-09-25 04:00:00,0.68588,0.69074,0.68253,0.68645,20543
2015-09-27 04:00:00,0.68635,0.6889,0.68546,0.68856,3106
2015-09-28 04:00:00,0.68859,0.69038,0.67491,0.67642,19517
2015-09-29 04:00:00,0.67636,0.68234,0.67244,0.68101,24638
2015-09-30 04:00:00,0.68103,0.68851,0.68006,0.68811,22627
2015-10-01 04:00:00,0.68807,0.69261,0.68461,0.68648,20380
2015-10-02 04:00:00,0.68652,0.68951,0.67588,0.68394,22675
2015-10-04 04:00:00,0.6845,0.6867,0.68385,0.68609,7102
2015-10-05 04:00:00,0.68605,0.69465,0.68484,0.69433,19180
2015-10-06 04:00:00,0.69436,0.69615,0.69051,0.69317,18924
2015-10-07 04:00:00,0.69321,0.70324,0.69294,0.6972,21609
2015-10-08 04:00:00,0.69724,0.70347,0.6929,0.70294,23708
2015-10-09 04:00:00,0.70294,0.70619,0.70086,0.70465,19021
2015-10-11 04:00:00,0.70273,0.70568,0.70221,0.70477,3600
2015-10-12 04:00:00,0.70474,0.70953,0.70283,0.7036,14740
2015-10-13 04:00:00,0.70364,0.70492,0.68919,0.69276,21073
